pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
510,4940,5090,Bobolink,Rusty Blackbird,49405090,BobolinkRusty Blackbird,1,Dolichonyx oryzivorus,Euphagus carolinus,5,7,5,6,5,7,5,7,5,7
511,4940,5100,Bobolink,Brewer's Blackbird,49405100,BobolinkBrewer's Blackbird,1,Dolichonyx oryzivorus,Euphagus cyanocephalus,5,7,5,6,4,7,4,7,5,7
512,4940,5110,Bobolink,Common Grackle,49405110,BobolinkCommon Grackle,1,Dolichonyx oryzivorus,Quiscalus quiscula,5,7,5,6,3,7,4,6,5,6
513,4940,5380,Bobolink,Chestnut-collared Longspur,49405380,BobolinkChestnut-collared Longspur,1,Dolichonyx oryzivorus,Calcarius ornatus,5,7,5,6,5,8,5,7,5,7
514,4940,5400,Bobolink,Vesper Sparrow,49405400,BobolinkVesper Sparrow,1,Dolichonyx oryzivorus,Pooecetes gramineus,5,7,5,6,4,8,5,7,5,7
515,4940,5420,Bobolink,Savannah Sparrow,49405420,BobolinkSavannah Sparrow,1,Dolichonyx oryzivorus,Passerculus sandwichensis,5,7,5,6,6,8,6,8,6,7
516,4940,5450,Bobolink,Baird's Sparrow,49405450,BobolinkBaird's Sparrow,1,Dolichonyx oryzivorus,Ammodramus bairdii,5,7,5,6,5,8,6,8,5,7
517,4940,5460,Bobolink,Grasshopper Sparrow,49405460,BobolinkGrasshopper Sparrow,1,Dolichonyx oryzivorus,Ammodramus savannarum,5,7,5,6,6,8,6,7,6,7
518,4940,5470,Bobolink,Henslow's Sparrow,49405470,BobolinkHenslow's Sparrow,1,Dolichonyx oryzivorus,Ammodramus henslowii,5,7,5,6,5,8,5,7,5,7
519,4940,5580,Bobolink,White-throated Sparrow,49405580,BobolinkWhite-throated Sparrow,1,Dolichonyx oryzivorus,Zonotrichia albicollis,5,7,5,6,5,8,6,7,5,7
520,4940,5600,Bobolink,Chipping Sparrow,49405600,BobolinkChipping Sparrow,1,Dolichonyx oryzivorus,Spizella passerina,5,7,5,6,3,9,4,8,5,7
521,4940,5610,Bobolink,Clay-colored Sparrow,49405610,BobolinkClay-colored Sparrow,1,Dolichonyx oryzivorus,Spizella pallida,5,7,5,6,6,8,6,7,6,7
522,4940,5620,Bobolink,Brewer's Sparrow,49405620,BobolinkBrewer's Sparrow,1,Dolichonyx oryzivorus,Spizella breweri,5,7,5,6,5,8,6,7,5,7
523,4940,5630,Bobolink,Field Sparrow,49405630,BobolinkField Sparrow,1,Dolichonyx oryzivorus,Spizella pusilla,5,7,5,6,5,8,5,7,5,7
524,4940,5810,Bobolink,Song Sparrow,49405810,BobolinkSong Sparrow,1,Dolichonyx oryzivorus,Melospiza melodia,5,7,5,6,2,9,4,7,5,7
525,4940,5840,Bobolink,Swamp Sparrow,49405840,BobolinkSwamp Sparrow,1,Dolichonyx oryzivorus,Melospiza georgiana,5,7,5,6,5,8,5,7,5,7
526,4940,5870,Bobolink,Eastern Towhee,49405870,BobolinkEastern Towhee,1,Dolichonyx oryzivorus,Pipilo erythrophthalmus,5,7,5,6,5,8,5,7,5,7
527,4940,7210,Bobolink,House Wren,49407210,BobolinkHouse Wren,1,Dolichonyx oryzivorus,Troglodytes aedon,5,7,5,6,5,9,5,8,5,7
528,4940,7240,Bobolink,Sedge Wren,49407240,BobolinkSedge Wren,1,Dolichonyx oryzivorus,Cistothorus platensis,5,7,5,6,5,9,6,7,5,7
529,4940,7250,Bobolink,Marsh Wren,49407250,BobolinkMarsh Wren,1,Dolichonyx oryzivorus,Cistothorus palustris,5,7,5,6,4,8,4,8,5,7
530,4950,4970,Brown-headed Cowbird,Yellow-headed Blackbird,49504970,Brown-headed CowbirdYellow-headed Blackbird,1,Molothrus ater,Xanthocephalus xanthocephalus,4,8,5,7,5,7,5,7,5,7
531,4950,4980,Brown-headed Cowbird,Red-winged Blackbird,49504980,Brown-headed CowbirdRed-winged Blackbird,1,Molothrus ater,Agelaius phoeniceus,4,8,5,7,4,8,4,7,4,7
532,4950,5000,Brown-headed Cowbird,Tricolored Blackbird,49505000,Brown-headed CowbirdTricolored Blackbird,1,Molothrus ater,Agelaius tricolor,4,8,5,7,3,8,3,6,4,7
533,4950,5010,Brown-headed Cowbird,Eastern Meadowlark,49505010,Brown-headed CowbirdEastern Meadowlark,1,Molothrus ater,Sturnella magna,4,8,5,7,4,8,5,7,5,7
534,4950,5011,Brown-headed Cowbird,Western Meadowlark,49505011,Brown-headed CowbirdWestern Meadowlark,1,Molothrus ater,Sturnella neglecta,4,8,5,7,4,8,5,7,5,7
535,4950,5050,Brown-headed Cowbird,Hooded Oriole,49505050,Brown-headed CowbirdHooded Oriole,1,Molothrus ater,Icterus cucullatus,4,8,5,7,4,8,5,8,5,8
536,4950,5070,Brown-headed Cowbird,Baltimore Oriole,49505070,Brown-headed CowbirdBaltimore Oriole,1,Molothrus ater,Icterus galbula,4,8,5,7,5,7,5,6,5,7
537,4950,5080,Brown-headed Cowbird,Bullock's Oriole,49505080,Brown-headed CowbirdBullock's Oriole,1,Molothrus ater,Icterus bullockii,4,8,5,7,3,7,4,7,4,7
538,4950,5090,Brown-headed Cowbird,Rusty Blackbird,49505090,Brown-headed CowbirdRusty Blackbird,1,Molothrus ater,Euphagus carolinus,4,8,5,7,5,7,5,7,5,7
539,4950,5110,Brown-headed Cowbird,Common Grackle,49505110,Brown-headed CowbirdCommon Grackle,1,Molothrus ater,Quiscalus quiscula,4,8,5,7,3,7,4,6,4,7
540,4950,5120,Brown-headed Cowbird,Great-tailed Grackle,49505120,Brown-headed CowbirdGreat-tailed Grackle,1,Molothrus ater,Quiscalus mexicanus,4,8,5,7,3,8,4,7,4,7
541,4950,5130,Brown-headed Cowbird,Boat-tailed Grackle,49505130,Brown-headed CowbirdBoat-tailed Grackle,1,Molothrus ater,Quiscalus major,4,8,5,7,3,7,3,6,4,7
542,4950,5380,Brown-headed Cowbird,Chestnut-collared Longspur,49505380,Brown-headed CowbirdChestnut-collared Longspur,1,Molothrus ater,Calcarius ornatus,4,8,5,7,5,8,5,7,5,7
543,4950,5390,Brown-headed Cowbird,McCown's Longspur,49505390,Brown-headed CowbirdMcCown's Longspur,1,Molothrus ater,Rhynchophanes mccownii,4,8,5,7,5,8,5,8,5,8
544,4950,5420,Brown-headed Cowbird,Savannah Sparrow,49505420,Brown-headed CowbirdSavannah Sparrow,1,Molothrus ater,Passerculus sandwichensis,4,8,5,7,6,8,6,8,6,8
545,4950,5450,Brown-headed Cowbird,Baird's Sparrow,49505450,Brown-headed CowbirdBaird's Sparrow,1,Molothrus ater,Ammodramus bairdii,4,8,5,7,5,8,6,8,5,8
546,4950,5580,Brown-headed Cowbird,White-throated Sparrow,49505580,Brown-headed CowbirdWhite-throated Sparrow,1,Molothrus ater,Zonotrichia albicollis,4,8,5,7,5,8,6,7,5,7
547,4950,5610,Brown-headed Cowbird,Clay-colored Sparrow,49505610,Brown-headed CowbirdClay-colored Sparrow,1,Molothrus ater,Spizella pallida,4,8,5,7,6,8,6,7,6,7
548,4950,5620,Brown-headed Cowbird,Brewer's Sparrow,49505620,Brown-headed CowbirdBrewer's Sparrow,1,Molothrus ater,Spizella breweri,4,8,5,7,5,8,6,7,5,7
549,4950,5760,Brown-headed Cowbird,Botteri's Sparrow,49505760,Brown-headed CowbirdBotteri's Sparrow,1,Molothrus ater,Peucaea botterii,4,8,5,7,6,9,6,9,6,8
550,4950,5780,Brown-headed Cowbird,Cassin's Sparrow,49505780,Brown-headed CowbirdCassin's Sparrow,1,Molothrus ater,Peucaea cassinii,4,8,5,7,5,10,6,9,5,8
551,4950,5810,Brown-headed Cowbird,Song Sparrow,49505810,Brown-headed CowbirdSong Sparrow,1,Molothrus ater,Melospiza melodia,4,8,5,7,2,9,4,7,4,7
552,4950,5840,Brown-headed Cowbird,Swamp Sparrow,49505840,Brown-headed CowbirdSwamp Sparrow,1,Molothrus ater,Melospiza georgiana,4,8,5,7,5,8,5,7,5,7
553,4950,6050,Brown-headed Cowbird,Lark Bunting,49506050,Brown-headed CowbirdLark Bunting,1,Molothrus ater,Calamospiza melanocorys,4,8,5,7,5,7,5,6,5,7
554,4950,7190,Brown-headed Cowbird,Bewick's Wren,49507190,Brown-headed CowbirdBewick's Wren,1,Molothrus ater,Thryomanes bewickii,4,8,5,7,4,8,4,7,4,7
555,4950,7210,Brown-headed Cowbird,House Wren,49507210,Brown-headed CowbirdHouse Wren,1,Molothrus ater,Troglodytes aedon,4,8,5,7,5,9,5,8,5,8
556,4950,7221,Brown-headed Cowbird,Pacific Wren,49507221,Brown-headed CowbirdPacific Wren,1,Molothrus ater,Troglodytes pacificus,4,8,5,7,4,7,5,7,5,7
557,4950,7250,Brown-headed Cowbird,Marsh Wren,49507250,Brown-headed CowbirdMarsh Wren,1,Molothrus ater,Cistothorus palustris,4,8,5,7,4,8,4,8,4,8
558,4960,5760,Bronzed Cowbird,Botteri's Sparrow,49605760,Bronzed CowbirdBotteri's Sparrow,1,Molothrus aeneus,Peucaea botterii,4,8,4,8,6,9,6,9,6,8
559,4960,5780,Bronzed Cowbird,Cassin's Sparrow,49605780,Bronzed CowbirdCassin's Sparrow,1,Molothrus aeneus,Peucaea cassinii,4,8,4,8,5,10,6,9,5,8
560,4970,4980,Yellow-headed Blackbird,Red-winged Blackbird,49704980,Yellow-headed BlackbirdRed-winged Blackbird,1,Xanthocephalus xanthocephalus,Agelaius phoeniceus,5,7,5,7,4,8,4,7,5,7
561,4970,5000,Yellow-headed Blackbird,Tricolored Blackbird,49705000,Yellow-headed BlackbirdTricolored Blackbird,1,Xanthocephalus xanthocephalus,Agelaius tricolor,5,7,5,7,3,8,3,6,5,7
562,4970,5010,Yellow-headed Blackbird,Eastern Meadowlark,49705010,Yellow-headed BlackbirdEastern Meadowlark,1,Xanthocephalus xanthocephalus,Sturnella magna,5,7,5,7,4,8,5,7,5,7
563,4970,5011,Yellow-headed Blackbird,Western Meadowlark,49705011,Yellow-headed BlackbirdWestern Meadowlark,1,Xanthocephalus xanthocephalus,Sturnella neglecta,5,7,5,7,4,8,5,7,5,7
564,4970,5040,Yellow-headed Blackbird,Scott's Oriole,49705040,Yellow-headed BlackbirdScott's Oriole,1,Xanthocephalus xanthocephalus,Icterus parisorum,5,7,5,7,5,8,6,7,5,7
565,4970,5060,Yellow-headed Blackbird,Orchard Oriole,49705060,Yellow-headed BlackbirdOrchard Oriole,1,Xanthocephalus xanthocephalus,Icterus spurius,5,7,5,7,6,8,6,7,6,7
566,4970,5070,Yellow-headed Blackbird,Baltimore Oriole,49705070,Yellow-headed BlackbirdBaltimore Oriole,1,Xanthocephalus xanthocephalus,Icterus galbula,5,7,5,7,5,7,5,6,5,7
567,4970,5080,Yellow-headed Blackbird,Bullock's Oriole,49705080,Yellow-headed BlackbirdBullock's Oriole,1,Xanthocephalus xanthocephalus,Icterus bullockii,5,7,5,7,3,7,4,7,5,7
568,4970,5100,Yellow-headed Blackbird,Brewer's Blackbird,49705100,Yellow-headed BlackbirdBrewer's Blackbird,1,Xanthocephalus xanthocephalus,Euphagus cyanocephalus,5,7,5,7,4,7,4,7,5,7
569,4970,5110,Yellow-headed Blackbird,Common Grackle,49705110,Yellow-headed BlackbirdCommon Grackle,1,Xanthocephalus xanthocephalus,Quiscalus quiscula,5,7,5,7,3,7,4,6,5,7
570,4970,5380,Yellow-headed Blackbird,Chestnut-collared Longspur,49705380,Yellow-headed BlackbirdChestnut-collared Longspur,1,Xanthocephalus xanthocephalus,Calcarius ornatus,5,7,5,7,5,8,5,7,5,7
571,4970,5390,Yellow-headed Blackbird,McCown's Longspur,49705390,Yellow-headed BlackbirdMcCown's Longspur,1,Xanthocephalus xanthocephalus,Rhynchophanes mccownii,5,7,5,7,5,8,5,8,5,7
572,4970,5400,Yellow-headed Blackbird,Vesper Sparrow,49705400,Yellow-headed BlackbirdVesper Sparrow,1,Xanthocephalus xanthocephalus,Pooecetes gramineus,5,7,5,7,4,8,5,7,5,7
573,4970,5420,Yellow-headed Blackbird,Savannah Sparrow,49705420,Yellow-headed BlackbirdSavannah Sparrow,1,Xanthocephalus xanthocephalus,Passerculus sandwichensis,5,7,5,7,6,8,6,8,6,7
574,4970,5450,Yellow-headed Blackbird,Baird's Sparrow,49705450,Yellow-headed BlackbirdBaird's Sparrow,1,Xanthocephalus xanthocephalus,Ammodramus bairdii,5,7,5,7,5,8,6,8,5,7
575,4970,5460,Yellow-headed Blackbird,Grasshopper Sparrow,49705460,Yellow-headed BlackbirdGrasshopper Sparrow,1,Xanthocephalus xanthocephalus,Ammodramus savannarum,5,7,5,7,6,8,6,7,6,7
576,4970,5470,Yellow-headed Blackbird,Henslow's Sparrow,49705470,Yellow-headed BlackbirdHenslow's Sparrow,1,Xanthocephalus xanthocephalus,Ammodramus henslowii,5,7,5,7,5,8,5,7,5,7
577,4970,5480,Yellow-headed Blackbird,Le Conte's Sparrow,49705480,Yellow-headed BlackbirdLe Conte's Sparrow,1,Xanthocephalus xanthocephalus,Ammodramus leconteii,5,7,5,7,6,8,6,8,6,7
578,4970,5491,Yellow-headed Blackbird,Nelson's Sparrow,49705491,Yellow-headed BlackbirdNelson's Sparrow,1,Xanthocephalus xanthocephalus,Ammodramus nelsoni,5,7,5,7,5,8,6,7,5,7
579,4970,5520,Yellow-headed Blackbird,Lark Sparrow,49705520,Yellow-headed BlackbirdLark Sparrow,1,Xanthocephalus xanthocephalus,Chondestes grammacus,5,7,5,7,4,8,5,6,5,7
580,4970,5540,Yellow-headed Blackbird,White-crowned Sparrow,49705540,Yellow-headed BlackbirdWhite-crowned Sparrow,1,Xanthocephalus xanthocephalus,Zonotrichia leucophrys,5,7,5,7,4,8,5,7,5,7
581,4970,5580,Yellow-headed Blackbird,White-throated Sparrow,49705580,Yellow-headed BlackbirdWhite-throated Sparrow,1,Xanthocephalus xanthocephalus,Zonotrichia albicollis,5,7,5,7,5,8,6,7,5,7
582,4970,5600,Yellow-headed Blackbird,Chipping Sparrow,49705600,Yellow-headed BlackbirdChipping Sparrow,1,Xanthocephalus xanthocephalus,Spizella passerina,5,7,5,7,3,9,4,8,5,7
583,4970,5610,Yellow-headed Blackbird,Clay-colored Sparrow,49705610,Yellow-headed BlackbirdClay-colored Sparrow,1,Xanthocephalus xanthocephalus,Spizella pallida,5,7,5,7,6,8,6,7,6,7
584,4970,5620,Yellow-headed Blackbird,Brewer's Sparrow,49705620,Yellow-headed BlackbirdBrewer's Sparrow,1,Xanthocephalus xanthocephalus,Spizella breweri,5,7,5,7,5,8,6,7,5,7
585,4970,5630,Yellow-headed Blackbird,Field Sparrow,49705630,Yellow-headed BlackbirdField Sparrow,1,Xanthocephalus xanthocephalus,Spizella pusilla,5,7,5,7,5,8,5,7,5,7
586,4970,5671,Yellow-headed Blackbird,(Oregon Junco) Dark-eyed Junco,49705671,Yellow-headed Blackbird(Oregon Junco) Dark-eyed Junco,1,Xanthocephalus xanthocephalus,Junco hyemalis oreganus,5,7,5,7,4,9,5,7,5,7
587,4970,5730,Yellow-headed Blackbird,Black-throated Sparrow,49705730,Yellow-headed BlackbirdBlack-throated Sparrow,1,Xanthocephalus xanthocephalus,Amphispiza bilineata,5,7,5,7,3,9,4,6,5,7
588,4970,5738,Yellow-headed Blackbird,Sagebrush Sparrow,49705738,Yellow-headed BlackbirdSagebrush Sparrow,1,Xanthocephalus xanthocephalus,Artemisiospiza nevadensis,5,7,5,7,3,7,4,7,5,7
589,4970,5810,Yellow-headed Blackbird,Song Sparrow,49705810,Yellow-headed BlackbirdSong Sparrow,1,Xanthocephalus xanthocephalus,Melospiza melodia,5,7,5,7,2,9,4,7,5,7
590,4970,5830,Yellow-headed Blackbird,Lincoln's Sparrow,49705830,Yellow-headed BlackbirdLincoln's Sparrow,1,Xanthocephalus xanthocephalus,Melospiza lincolnii,5,7,5,7,5,8,6,7,5,7
591,4970,5840,Yellow-headed Blackbird,Swamp Sparrow,49705840,Yellow-headed BlackbirdSwamp Sparrow,1,Xanthocephalus xanthocephalus,Melospiza georgiana,5,7,5,7,5,8,5,7,5,7
592,4970,5850,Yellow-headed Blackbird,Fox Sparrow,49705850,Yellow-headed BlackbirdFox Sparrow,1,Xanthocephalus xanthocephalus,Passerella iliaca,5,7,5,7,5,7,5,7,5,7
593,4970,5870,Yellow-headed Blackbird,Eastern Towhee,49705870,Yellow-headed BlackbirdEastern Towhee,1,Xanthocephalus xanthocephalus,Pipilo erythrophthalmus,5,7,5,7,5,8,5,7,5,7
594,4970,5880,Yellow-headed Blackbird,Spotted Towhee,49705880,Yellow-headed BlackbirdSpotted Towhee,1,Xanthocephalus xanthocephalus,Pipilo maculatus,5,7,5,7,4,7,4,7,5,7
595,4970,5900,Yellow-headed Blackbird,Green-tailed Towhee,49705900,Yellow-headed BlackbirdGreen-tailed Towhee,1,Xanthocephalus xanthocephalus,Pipilo chlorurus,5,7,5,7,5,8,6,7,5,7
596,4970,5911,Yellow-headed Blackbird,California Towhee,49705911,Yellow-headed BlackbirdCalifornia Towhee,1,Xanthocephalus xanthocephalus,Melozone crissalis,5,7,5,7,2,8,3,7,5,7
597,4970,6050,Yellow-headed Blackbird,Lark Bunting,49706050,Yellow-headed BlackbirdLark Bunting,1,Xanthocephalus xanthocephalus,Calamospiza melanocorys,5,7,5,7,5,7,5,6,5,7
598,4970,7150,Yellow-headed Blackbird,Rock Wren,49707150,Yellow-headed BlackbirdRock Wren,1,Xanthocephalus xanthocephalus,Salpinctes obsoletus,5,7,5,7,4,8,5,8,5,7
599,4970,7170,Yellow-headed Blackbird,Canyon Wren,49707170,Yellow-headed BlackbirdCanyon Wren,1,Xanthocephalus xanthocephalus,Catherpes mexicanus,5,7,5,7,5,8,5,7,5,7
600,4970,7190,Yellow-headed Blackbird,Bewick's Wren,49707190,Yellow-headed BlackbirdBewick's Wren,1,Xanthocephalus xanthocephalus,Thryomanes bewickii,5,7,5,7,4,8,4,7,5,7
601,4970,7210,Yellow-headed Blackbird,House Wren,49707210,Yellow-headed BlackbirdHouse Wren,1,Xanthocephalus xanthocephalus,Troglodytes aedon,5,7,5,7,5,9,5,8,5,7
602,4970,7221,Yellow-headed Blackbird,Pacific Wren,49707221,Yellow-headed BlackbirdPacific Wren,1,Xanthocephalus xanthocephalus,Troglodytes pacificus,5,7,5,7,4,7,5,7,5,7
603,4970,7222,Yellow-headed Blackbird,Winter Wren,49707222,Yellow-headed BlackbirdWinter Wren,1,Xanthocephalus xanthocephalus,Troglodytes hiemalis,5,7,5,7,4,9,4,7,5,7
604,4970,7240,Yellow-headed Blackbird,Sedge Wren,49707240,Yellow-headed BlackbirdSedge Wren,1,Xanthocephalus xanthocephalus,Cistothorus platensis,5,7,5,7,5,9,6,7,5,7
605,4970,7250,Yellow-headed Blackbird,Marsh Wren,49707250,Yellow-headed BlackbirdMarsh Wren,1,Xanthocephalus xanthocephalus,Cistothorus palustris,5,7,5,7,4,8,4,8,5,7
606,4980,5000,Red-winged Blackbird,Tricolored Blackbird,49805000,Red-winged BlackbirdTricolored Blackbird,1,Agelaius phoeniceus,Agelaius tricolor,4,8,4,7,3,8,3,6,4,7
607,4980,5010,Red-winged Blackbird,Eastern Meadowlark,49805010,Red-winged BlackbirdEastern Meadowlark,1,Agelaius phoeniceus,Sturnella magna,4,8,4,7,4,8,5,7,4,7
608,4980,5011,Red-winged Blackbird,Western Meadowlark,49805011,Red-winged BlackbirdWestern Meadowlark,1,Agelaius phoeniceus,Sturnella neglecta,4,8,4,7,4,8,5,7,4,7
609,4980,5040,Red-winged Blackbird,Scott's Oriole,49805040,Red-winged BlackbirdScott's Oriole,1,Agelaius phoeniceus,Icterus parisorum,4,8,4,7,5,8,6,7,5,7
610,4980,5050,Red-winged Blackbird,Hooded Oriole,49805050,Red-winged BlackbirdHooded Oriole,1,Agelaius phoeniceus,Icterus cucullatus,4,8,4,7,4,8,5,8,4,8
611,4980,5060,Red-winged Blackbird,Orchard Oriole,49805060,Red-winged BlackbirdOrchard Oriole,1,Agelaius phoeniceus,Icterus spurius,4,8,4,7,6,8,6,7,6,7
612,4980,5070,Red-winged Blackbird,Baltimore Oriole,49805070,Red-winged BlackbirdBaltimore Oriole,1,Agelaius phoeniceus,Icterus galbula,4,8,4,7,5,7,5,6,5,7
613,4980,5080,Red-winged Blackbird,Bullock's Oriole,49805080,Red-winged BlackbirdBullock's Oriole,1,Agelaius phoeniceus,Icterus bullockii,4,8,4,7,3,7,4,7,4,7
614,4980,5090,Red-winged Blackbird,Rusty Blackbird,49805090,Red-winged BlackbirdRusty Blackbird,1,Agelaius phoeniceus,Euphagus carolinus,4,8,4,7,5,7,5,7,5,7
615,4980,5100,Red-winged Blackbird,Brewer's Blackbird,49805100,Red-winged BlackbirdBrewer's Blackbird,1,Agelaius phoeniceus,Euphagus cyanocephalus,4,8,4,7,4,7,4,7,4,7
616,4980,5110,Red-winged Blackbird,Common Grackle,49805110,Red-winged BlackbirdCommon Grackle,1,Agelaius phoeniceus,Quiscalus quiscula,4,8,4,7,3,7,4,6,4,7
617,4980,5120,Red-winged Blackbird,Great-tailed Grackle,49805120,Red-winged BlackbirdGreat-tailed Grackle,1,Agelaius phoeniceus,Quiscalus mexicanus,4,8,4,7,3,8,4,7,4,7
618,4980,5130,Red-winged Blackbird,Boat-tailed Grackle,49805130,Red-winged BlackbirdBoat-tailed Grackle,1,Agelaius phoeniceus,Quiscalus major,4,8,4,7,3,7,3,6,4,7
619,4980,5380,Red-winged Blackbird,Chestnut-collared Longspur,49805380,Red-winged BlackbirdChestnut-collared Longspur,1,Agelaius phoeniceus,Calcarius ornatus,4,8,4,7,5,8,5,7,5,7
620,4980,5390,Red-winged Blackbird,McCown's Longspur,49805390,Red-winged BlackbirdMcCown's Longspur,1,Agelaius phoeniceus,Rhynchophanes mccownii,4,8,4,7,5,8,5,8,5,8
621,4980,5400,Red-winged Blackbird,Vesper Sparrow,49805400,Red-winged BlackbirdVesper Sparrow,1,Agelaius phoeniceus,Pooecetes gramineus,4,8,4,7,4,8,5,7,4,7
622,4980,5420,Red-winged Blackbird,Savannah Sparrow,49805420,Red-winged BlackbirdSavannah Sparrow,1,Agelaius phoeniceus,Passerculus sandwichensis,4,8,4,7,6,8,6,8,6,8
623,4980,5450,Red-winged Blackbird,Baird's Sparrow,49805450,Red-winged BlackbirdBaird's Sparrow,1,Agelaius phoeniceus,Ammodramus bairdii,4,8,4,7,5,8,6,8,5,8
624,4980,5460,Red-winged Blackbird,Grasshopper Sparrow,49805460,Red-winged BlackbirdGrasshopper Sparrow,1,Agelaius phoeniceus,Ammodramus savannarum,4,8,4,7,6,8,6,7,6,7
625,4980,5470,Red-winged Blackbird,Henslow's Sparrow,49805470,Red-winged BlackbirdHenslow's Sparrow,1,Agelaius phoeniceus,Ammodramus henslowii,4,8,4,7,5,8,5,7,5,7
626,4980,5520,Red-winged Blackbird,Lark Sparrow,49805520,Red-winged BlackbirdLark Sparrow,1,Agelaius phoeniceus,Chondestes grammacus,4,8,4,7,4,8,5,6,4,7
627,4980,5540,Red-winged Blackbird,White-crowned Sparrow,49805540,Red-winged BlackbirdWhite-crowned Sparrow,1,Agelaius phoeniceus,Zonotrichia leucophrys,4,8,4,7,4,8,5,7,4,7
628,4980,5580,Red-winged Blackbird,White-throated Sparrow,49805580,Red-winged BlackbirdWhite-throated Sparrow,1,Agelaius phoeniceus,Zonotrichia albicollis,4,8,4,7,5,8,6,7,5,7
629,4980,5600,Red-winged Blackbird,Chipping Sparrow,49805600,Red-winged BlackbirdChipping Sparrow,1,Agelaius phoeniceus,Spizella passerina,4,8,4,7,3,9,4,8,4,8
630,4980,5610,Red-winged Blackbird,Clay-colored Sparrow,49805610,Red-winged BlackbirdClay-colored Sparrow,1,Agelaius phoeniceus,Spizella pallida,4,8,4,7,6,8,6,7,6,7
631,4980,5620,Red-winged Blackbird,Brewer's Sparrow,49805620,Red-winged BlackbirdBrewer's Sparrow,1,Agelaius phoeniceus,Spizella breweri,4,8,4,7,5,8,6,7,5,7
632,4980,5630,Red-winged Blackbird,Field Sparrow,49805630,Red-winged BlackbirdField Sparrow,1,Agelaius phoeniceus,Spizella pusilla,4,8,4,7,5,8,5,7,5,7
633,4980,5670,Red-winged Blackbird,(Slate-colored Junco) Dark-eyedJunco,49805670,Red-winged Blackbird(Slate-colored Junco) Dark-eyedJunco,1,Agelaius phoeniceus,Junco hyemalis hyemalis,4,8,4,7,4,9,5,7,4,7
634,4980,5671,Red-winged Blackbird,(Oregon Junco) Dark-eyed Junco,49805671,Red-winged Blackbird(Oregon Junco) Dark-eyed Junco,1,Agelaius phoeniceus,Junco hyemalis oreganus,4,8,4,7,4,9,5,7,4,7
635,4980,5730,Red-winged Blackbird,Black-throated Sparrow,49805730,Red-winged BlackbirdBlack-throated Sparrow,1,Agelaius phoeniceus,Amphispiza bilineata,4,8,4,7,3,9,4,6,4,7
636,4980,5738,Red-winged Blackbird,Sagebrush Sparrow,49805738,Red-winged BlackbirdSagebrush Sparrow,1,Agelaius phoeniceus,Artemisiospiza nevadensis,4,8,4,7,3,7,4,7,4,7
637,4980,5739,Red-winged Blackbird,Bell's Sparrow,49805739,Red-winged BlackbirdBell's Sparrow,1,Agelaius phoeniceus,Artemisiospiza belli,4,8,4,7,3,7,4,7,4,7
638,4980,5800,Red-winged Blackbird,Rufous-crowned Sparrow,49805800,Red-winged BlackbirdRufous-crowned Sparrow,1,Agelaius phoeniceus,Aimophila ruficeps,4,8,4,7,3,9,4,7,4,7
639,4980,5810,Red-winged Blackbird,Song Sparrow,49805810,Red-winged BlackbirdSong Sparrow,1,Agelaius phoeniceus,Melospiza melodia,4,8,4,7,2,9,4,7,4,7
640,4980,5830,Red-winged Blackbird,Lincoln's Sparrow,49805830,Red-winged BlackbirdLincoln's Sparrow,1,Agelaius phoeniceus,Melospiza lincolnii,4,8,4,7,5,8,6,7,5,7
641,4980,5840,Red-winged Blackbird,Swamp Sparrow,49805840,Red-winged BlackbirdSwamp Sparrow,1,Agelaius phoeniceus,Melospiza georgiana,4,8,4,7,5,8,5,7,5,7
642,4980,5870,Red-winged Blackbird,Eastern Towhee,49805870,Red-winged BlackbirdEastern Towhee,1,Agelaius phoeniceus,Pipilo erythrophthalmus,4,8,4,7,5,8,5,7,5,7
643,4980,5880,Red-winged Blackbird,Spotted Towhee,49805880,Red-winged BlackbirdSpotted Towhee,1,Agelaius phoeniceus,Pipilo maculatus,4,8,4,7,4,7,4,7,4,7
644,4980,5900,Red-winged Blackbird,Green-tailed Towhee,49805900,Red-winged BlackbirdGreen-tailed Towhee,1,Agelaius phoeniceus,Pipilo chlorurus,4,8,4,7,5,8,6,7,5,7
645,4980,5911,Red-winged Blackbird,California Towhee,49805911,Red-winged BlackbirdCalifornia Towhee,1,Agelaius phoeniceus,Melozone crissalis,4,8,4,7,2,8,3,7,4,7
